天体名称,距离模数,退行速度
NGC3351,29.98,677
NGC0337,31.3,1701
NGC0536,33.92,5336
IC2166,32.41,2775
NGC3003,31.41,1449
UGC03876,32.13,815
NGC3344,29.96,534
NGC3147,32.94,2937
NGC3310,31.13,1045
NGC5377,32.32,1895
NGC5297,32.31,2492
NGC5112,31.17,1033
NGC5376,33.64,2198
NGC5474,29.18,376
NGC5585,29.64,434
NGC5608,31.24,765
NGC6207,30.94,1012
IC1251,33.51,1361
UGC10791,32.73,1519
IC2058,31.28,1199
ESO445-081,34.8,4238
ESO380-023,33.66,2568
IC4393,33.11,2644
ESO385-008,33.78,3630
NGC0972,30.83,1614
NGC1056,32.47,1632
NGC1530,31.41,2616
UGC02800,31.55,1330
NGC1169,32.89,2508
UGC02855,30.66,1352
UGC03574,31.16,1513
NGC1058,30.13,629
NGC2543,32.36,2449
NGC2541,30.35,576
NGC3027,31.16,1176
NGC3319,30.52,747
UGC10445,31.23,1100
UGC12212,31.93,1096
NGC6236,31.79,1466
NGC7479,32.4,2546
NGC3311,33.23,3630
NGC1399,31.56,1302
NGC4839,35.21,7350
NGC4946,33.37,2942
NGC4884,35.06,6460
NGC0925,29.82,665
NGC2841,31.07,672
NGC2976,27.77,107
NGC3031,27.78,69
NGC3198,30.73,682
NGC2903,29.85,475
NGC2403,27.53,237
NGC3621,29.13,530
NGC4736,28.21,366
NGC4826,28.22,400
NGC3627,30.3,635
NGC5055,29.78,574
NGC6946,29.14,272
NGC7793,27.86,226
NGC7331,30.81,1030
NGC4789A,28.03,383
NGC1156,29.46,444
UGC03698,30.25,444
NGC2337,30.27,457
UGC03371,31.7,953
UGC03817,29.66,458
UGC03137,31.73,1142
IC2233,30.73,574
NGC2537,29.19,469
NGC2552,29.97,539
UGC04499,30.11,726
UGC05272,29.26,480
NGC3274,29.08,486
UGC05918,29.35,439
UGC06446,31.28,716
UGC06817,27.12,269
UGC07125,32.66,1090
NGC4144,29.19,319
NGC4242,28.71,570
UGC07408,29.31,515
NGC4190,27.26,179
NGC4395,28.39,334
NGC4455,30.11,624
UGC07559,28.48,246
UGC07577,27.08,250
NGC4707,29.07,551
UGC08331,28.22,348
NGC5204,28.3,318
IC3687,28.3,394
IC4182,28.2,362
UGC08201,28.42,163
UGC09992,30.26,598
NGC5229,30.14,483
UGC08837,29.3,258
UGC11861,30.79,1687
UGC07436,30.96,928
NGC4288,32.08,588
IC3381,31.09,602
IC3328,31.11,937
IC3735,31.14,1779
IC3779,30.97,1120
IC3383,31.02,1754
NGC4431,30.45,875
NGC4482,31.27,1767
NGC7610,33.2,3709
NGC4476,31.2,1905
NGC0628,30.03,756
NGC7741,30.69,931
NGC4258,29.41,514
NGC5846,31.96,1761
NGC4564,30.97,1079
NGC4374,31.55,945
NGC3608,31.78,1144
NGC3379,30.27,822
NGC4697,30.44,1142
NGC1023,29.9,761
NGC5128,27.83,391
NGC1340,31.57,1078
NGC1407,32.28,1708
NGC4494,31.11,1312
NGC1512,30.4,746
NGC0224,24.46,-112
NGC1400,32.08,506
NGC0821,31.84,1818
NGC4299,31.48,181
NGC4216,30.7,76
NGC4222,31.48,172
NGC4189,31.78,2050
NGC4192,30.52,-171
NGC4254,30.55,2355
NGC4294,30.95,278
NGC4302,30.78,1078
NGC4298,31.11,1078
NGC4321,31.01,1528
NGC4383,31.23,1666
NGC4396,31,-160
NGC4380,31.52,888
NGC4388,31.2,2460
NGC4394,31.96,879
NGC4405,30.39,1688
NGC4419,31.2,-272
NGC4330,31.36,1548
NGC4402,30.47,181
NGC4501,30.24,2236
NGC4522,30.81,2258
NGC4548,30.97,438
NGC4535,30.87,1898
NGC4533,31.41,1677
NGC4536,30.81,1724
NGC4532,30.23,1944
NGC4561,31.88,1372
NGC4568,31.39,2183
NGC4579,31.5,1466
NGC4654,30.71,1000
NGC4689,30.84,1570
NGC4567,32.39,2208
NGC4607,31.5,2207
UGC07739,32.7,1966
IC3392,30.24,1623
NGC4808,31.21,697
NGC4713,30.83,586
NGC4772,32.18,965
NGC3245,31.58,1314
NGC7457,30.77,1014
NGC2787,29.35,803
NGC7619,33.6,3912
PGC009354,31.35,2082
PGC011744,29.98,1520
UGC04305,27.7,270
UGC04459,27.79,119
NGC2915,28.16,262
UGC05139,28.02,254
IC2574,28.01,153
UGC05423,29.74,465
NGC1381,31.68,1605
NGC0404,27.37,105
NGC5746,32.16,1710
NGC4570,31.14,1679
NGC7507,31.97,1638
NGC4636,30.74,848
NGC4486,31.12,1230
NGC0300,26.53,121
NGC0598,24.71,-48
PGC000143,24.94,-54
NGC0864,30.85,1605
UGC01281,28.61,273
NGC4565,30.41,1222
NGC3034,27.79,340
NGC0221,24.5,-22
NGC2768,31.73,1469
ESO379-006,32.9,2754
UGC04614,35.33,7535
NGC0055,26.62,98
UGC01087,34.19,4582
UGC01862,31.74,1400
NGC2441,32.94,3586
NGC3982,31.85,1191
NGC4473,30.9,2303
NGC5023,29.09,478
UGC02082,30.82,793
PGC016957,27.68,223
NGC3377,30.09,590
NGC5194,29.67,548
NGC4163,27.38,183
NGC2366,27.58,209
NGC1705,28.79,445
UGC04483,27.73,265
UGC06456,28.32,39
UGC06541,28.13,303
NGC0625,28.01,316
NGC4068,28.21,282
PGC042134,28.94,493
UGC09128,26.8,196
NGC1569,27.53,34
NGC4214,27.37,313
PGC040665,28.79,346
NGC6789,27.75,50
UGCA166,31.32,801
NGC4449,28.15,256
NGC5253,27.68,274
NGC1068,30.02,1150
HIJ102145.0+180501,26.08,179
NGC4125,31.87,1502
NGC0708,33.46,4974
UGC08320,28.13,269
NGC3521,30.47,670
UGC03966,30.08,360
NGC5813,32.52,1965
NGC4151,27.95,1019
NGC2347,34.73,4519
NGC4064,29.59,885
NGC3223,32.7,2677
NGC4293,30.53,861
NGC4351,30.48,2248
NGC4450,31.08,1916
NGC4457,30.15,803
NGC4569,30.37,-267
NGC4580,31.39,965
NGC4606,30.49,1597
UGC00312,33.73,4477
NGC0253,27.84,244
NGC5529,33.24,2956
NGC0973,33.99,4959
ESO324-024,27.89,357
NGC0444,33.46,4982
IC2531,32.76,2259
NGC3145,33.47,3472
NGC5907,31.18,818
NGC1808,30.45,827
NGC1332,31.78,1444
NGC4305,33.1,1865
NGC3457,31.56,1082
IC3115,31.94,656
UGC00139,33.45,4051
UGC00633,34.8,5730
UGC00562,33.69,5622
NGC0632,32.88,3232
UGC01459,34.17,5601
PGC007957,34.58,4542
NGC0931,32.81,5096
UGC02798,34.02,5033
UGC02920,34.16,4219
IC2199,33.87,4640
NGC2512,33.88,4634
UGC04132,34.57,5162
NGC2550,32.1,2392
NGC2595,34.35,4245
UGC05358,33.13,2803
UGC05451,30.02,656
UGC05646,31.89,1275
NGC3488,32.89,3070
NGC3655,31.82,1430
UGC06402,32.55,2489
NGC3839,33.8,5834
NGC3947,34.6,6161
PGC037779,30.73,1385
NGC4145,30.44,1042
NGC4771,31.27,1054
UGC08229,34.54,6012
NGC5430,33.08,3123
NGC5604,33.27,2719
NGC5678,32.22,2037
NGC5714,32.89,2356
NGC5949,30.58,594
NGC5937,32.86,2824
IC1129,33.56,6712
NGC5990,33.34,3867
NGC5981,33.57,2692
NGC6015,31.15,1002
NGC6434,33.07,2682
UGC11426,33.3,4626
NGC7003,33.99,5505
NGC7177,31.51,1343
NGC7448,33.12,2367
UGC12678,36.08,9138
UGC12631,35.57,9367
NGC0911,34.71,5896
NGC1762,35.05,4676
NGC2389,33.93,3920
NGC2393,34,4861
UGC04024,32.5,1799
UGC04444,31.48,1989
UGC04399,33.82,4405
UGC04640,33.55,3146
NGC2683,29.86,385
IC2763,31.1,1489
UGC06390,32.2,1110
UGC06667,31.36,1040
UGC06686,34.43,6476
UGC07153,33.44,2714
NGC4641,29.54,1970
UGC08067,33.11,2669
UGC09071,32.45,1946
NGC5727,33.17,1586
IC1265,33,2357
NGC7047,34.8,5940
NGC4779,32.95,2796
NGC0048,33.84,1972
UGC00557,34.55,4654
UGC00607,36.42,11765
UGC00485,33.96,5406
UGC00565,33.47,5800
UGC00673,34.98,6400
UGC00646,34.14,5439
NGC0428,30.85,1224
NGC0582,34.04,4491
NGC0710,32.76,6241
NGC0820,34.05,4500
UGC01753,32.27,3097
NGC0992,33.3,4211
NGC1024,33.26,3580
UGC02443,32.57,2510
NGC1233,34.04,4489
UGC02655,33.54,6297
UGC02730,34.37,3863
IC0342,27.68,172
UGC03048,32.98,3189
UGC03218,34.35,5340
UGC03273,30.96,700
UGC03432,33.9,5076
NGC2146,32.13,1041
UGC03611,34.46,4925
UGC03634,35.15,7800
UGC03691,32.34,2113
NGC2339,32.43,2178
NGC2365,32.98,2208
UGC03937,33.2,3975
IC0480,33.48,4567
UGC04247,34.53,2742
IC2267,33.11,2010
NGC2565,33.78,3503
UGC04322,35.17,7447
UGC04393,30.43,2146
UGC04524,32.62,1802
IC0499,33.62,2110
IC2389,31.77,2502
UGC04628,31.34,808
UGC04623,33.22,3016
NGC2708,33.24,1832
NGC2710,33.1,2628
UGC04841,32.67,1250
UGC04845,32.82,1993
UGC04998,30.11,734
UGC05228,32.06,1623
UGC05245,32.06,1259
UGC05373,25.79,168
NGC3153,33.33,2705
UGC05692,27.97,171
UGC05708,31.81,1047
NGC3329,33.21,2028
UGC05974,32,918
NGC3440,33,1992
UGC06023,32.22,1292
UGC06355,32.58,2170
UGC06526,30.95,1852
NGC3813,31.66,1474
NGC3879,32.25,1552
NGC3888,33.01,2473
PGC037463,34.9,6296
UGC06931,31.2,1288
NGC4034,33.12,2492
UGC07086,32.31,2155
NGC4127,32.44,1958
NGC4120,32.32,2371
NGC4142,32.05,1235
PGC039018,31.9,-208
NGC4215,31.78,1990
IC3065,31.05,941
IC3099,32.69,2062
NGC4252,31.69,792
NGC4238,32.87,2868
UGC07357,35.32,6658
NGC4281,31.94,2647
IC3391,31.82,1674
NGC4486A,31.29,704
IC3520,31.72,758
NGC4559,29.27,816
UGC07767,32.2,1288
IC0798,31,387
NGC4605,28.72,256
IC3690,35.35,7539
NGC4651,31.83,767
NGC4612,31.07,1813
UGC07848,33.67,2613
UGC07857,29,66
NGC4698,31.7,953
NGC4712,34.73,4384
NGC4733,30.82,882
UGC08120,31.95,1809
IC3960,35.08,6587
UGC08245,28.37,129
NGC4961,32.84,2548
PGC046239,35.83,8972
NGC5218,33.45,2988
UGC08726,32.39,2409
UGC08756,32.42,1411
NGC5470,31.54,1005
NGC5477,29.15,435
UGC09057,32.37,1545
UGC09206,31.01,2309
NGC5611,31.99,2031
IC4423,35.97,9130
NGC5665,31.2,2242
NGC5687,32.21,2245
NGC5792,32.07,1923
PGC053750,35.07,6362
NGC5839,31.75,1241
NGC5874,33.33,3277
UGC09760,32.25,2038
NGC5913,32.76,2016
NGC5985,33.73,2682
NGC5975,33.77,4480
UGC10030,35.46,8956
UGC10043,33.23,2254
UGC10041,32.6,2221
PGC056437,34.24,4830
NGC6017,32.35,1855
IC1158,32.12,1975
NGC6038,35.72,9511
NGC6070,32.09,2055
UGC10413,33.42,3109
UGC10713,32.57,1261
UGC10721,33.29,3070
UGC10738,35.18,6821
PGC059955,35.53,9327
NGC6395,31.52,1356
NGC6368,32.61,2893
NGC6503,28.99,238
NGC6460,33.25,3506
UGC11001,33.78,4363
UGC11003,33.15,4212
UGC11093,31.68,2096
UGC11097,34.47,4771
UGC11198,34.03,4689
PGC061808,35.37,8275
NGC6651,34.17,5962
NGC6667,33.21,2791
NGC6764,31.9,2634
NGC6792,34.48,4863
UGC11435,32.84,3969
UGC11466,31.05,1046
UGC11477,32.87,3940
UGC11492,33.06,3791
UGC11498,33.95,3430
NGC6869,32.51,2952
PGC064024,35.23,7300
NGC6916,33.31,3327
UGC11551,33.7,5049
NGC6928,33.98,4895
NGC6930,34.13,4763
UGC11568,33.71,4412
UGC11738,34.24,4424
NGC7046,33.7,4326
IC5119,34.82,5509
UGC12158,35.46,9478
UGC12173,33.76,4991
UGC12234,33.7,6517
UGC12308,32.86,2390
IC1461,35.82,9430
NGC7463,31.79,2424
NGC7667,31.25,2824
UGC12667,32.88,3981
UGC12681,32.13,1633
UGC12639,31.21,4730
UGC12755,35.99,8986
PGC072411,35.85,9212
NGC7780,34.41,5360
PGC072784,35.6,8144
NGC7040,33.05,6294
NGC7014,33.57,4742
NGC1380A,31.48,1487
NGC1374,31.44,1173
UGC00556,34.36,4790
NGC4062,30.81,764
UGC04324,33.8,4732
PGC072438,35.3,9478
NGC1373,31.4,1213
UGC05921,32.36,1368
UGC00732,33.76,5592
PGC013230,31.36,1083
NGC5246,35.17,6884
NGC0673,34.2,5262
UGC01257,34.62,4799
UGC01178,33.79,5642
UGC01234,34.87,5798
IC3742,31.77,921
NGC5362,32.08,2177
IC3617,31.27,2014
NGC0914,34.34,5664
NGC3501,31.77,1053
UGC02375,35.19,7623
UGC02405,35.07,7715
NGC3370,32.37,1200
NGC7454,31.87,2184
NGC3430,32.4,1563
NGC4424,28.09,376
ESO358-063,31.13,1803
VV169,35.34,9131
UGC04008,35.52,9234
PGC2802596,24.49,-180
PGC2802573,24.8,-439
UGC09425,36.14,10486
NGC7253,34.22,4930
[KKH2007]J1228+4358,27.97,278
NGC2590,34.03,4840
NGC3412,30.25,750
PGC044055,28.42,402
NGC0936,31.36,1448
NGC3115,29.92,478
NGC3585,31.49,1178
NGC3384,29.87,467
NGC3818,32.78,1561
NGC3998,30.73,1124
NGC4026,30.65,1036
NGC4111,30.86,824
NGC4251,31.44,1063
NGC4382,31.24,682
NGC4350,30.86,1204
NGC4429,30.57,934
NGC4461,30.4,1874
NGC4638,31.18,1114
NGC4754,31.02,1272
NGC4762,30.17,929
NGC4874,34.95,7182
NGC5490,34.44,4878
NGC5866,30.8,821
NGC6703,32.11,2512
UGC04115,29.48,244
NGC5073,32.42,2640
NGC1110,31.63,1305
NGC1359,32.95,1889
ESO548-082,33.04,1641
PGC007324,32.34,1859
ESO504-025,31.91,1459
NGC4527,30.75,1654
UGC08041,30.86,1243
NGC4592,30.33,978
ESO319-011,33.35,2898
ESO404-027,32.7,2582
NGC7750,31.42,3055
NGC7368,32.45,2352
ESO362-011,31.05,1169
NGC4346,30.76,836
PGC003062,32.41,1478
PGC003855,32.56,2473
PGC003853,30.3,1148
PGC006190,32.48,2156
UGC03122,34.15,4639
UGC03161,36.47,8711
UGC03296,34.13,4189
PGC036330,34.43,7756
IC0779,30.96,220
PGC044736,35.49,6915
PGC075289,35.46,8128
PGC083702,35.08,6960
PGC090023,33.93,4216
PGC090726,35.46,8412
PGC090737,34.8,4272
PGC090553,33.62,2667
PGC3109704,39.83,43318
[RGK2003]J010705.94-000753.8,40.11,78916
[RGK2003]J013359.45+000415.2,40.06,80998
[RGK2003]J013549.55+000838.3,39.66,61811
INDUS2,21.65,-
RETICULUM3,19.81,-
TUCANA4,18.41,-
GRUS2,18.62,-
TUCANA5,18.71,-
CETUS2,17.38,-
COLUMBA1,21.31,-
TUCANA3,17.01,-195
LAEVENS2,17.34,-258
PGC2543081,29.79,500
LVJ1157+5636,29.76,-
ESO488-049,32.56,1622
ESO555-029,33.47,2725
ESO489-006,31.93,2049
IC2511,32.89,2680
ESO566-014,33.71,4477
ESO374-003,32.43,2710
NGC3045,32.47,2056
ESO490-010,31.64,1633
ESO437-025,34.3,3195
ESO437-030,33.22,3552
ESO501-068,33.9,2878
ESO437-031,33.81,3676
ESO437-054,33.71,3261
ESO501-086,33.84,3531
ESO378-003,32.81,2820
ESO378-011,33.53,3030
NGC2090,30.33,737
ESO541-004,32.22,2017
NGC1337,30.56,1192
NGC1832,32,1807
ESO302-009,31.46,855
ESO532-014,31.84,1787
NGC7184,32.62,2700
NGC1892,30.82,1163
ESO121-006,31.34,1004
ESO121-026,32.76,2056
ESO595-010,32.32,2319
PGC013716,32.33,1508
NGC1406,31.27,961
PGC013646,32.73,2093
NGC1421,31.51,2016
NGC1425,31.67,1398
ESO490-014,32.58,2521
ESO437-035,32.66,3187
ESO501-075,33.3,5028
IC4830,33.8,4323
NGC1292,31.37,1274
NGC3715,32.72,1961
NGC3463,34.13,3763
IC4951,30.27,733
NGC2124,33.28,2797
NGC2280,31.95,1716
NGC2417,32.59,2983
ESO443-080,33.23,1976
ESO440-027,31.41,1526
IC0407,33.21,2690
NGC1511,30.78,1158
NGC1515,31.13,1007
NGC1532,31.35,1064
IC2143,32.88,2892
NGC1964,31.71,1504
NGC6754,32.9,3198
ESO593-003,35.13,8293
ESO554-028,32.55,1908
ESO459-006,34.47,5776
NGC6861F,31.83,3170
ESO340-008,32.92,2839
NGC2104,31.08,962
IC2150,33.14,2925
IC4964,32.97,3046
ESO281-038,33.78,4939
ESO287-013,32.47,2677
NGC6875A,32.32,3156
ESO403-031,32.59,2551
NGC7126,32.78,2970
NGC7151,31.8,1828
ESO601-007,31.78,1866
ESO146-014,31.48,1608
ESO237-049,32.76,2884
IC5179,33.35,3427
NGC7314,30.99,1479
NGC7456,30.83,1193
ESO407-009,32.19,1568
NGC7661,32.56,1928
ESO381-051,33.94,4846
ESO446-053,31.17,1287
ESO285-048,32.25,2699
IC5026,32.63,2614
IC5071,32.45,3007
NGC3684,31.57,1092
NGC5970,32.23,2022
NGC6962,33.65,4358
NGC1433,29.6,928
NGC1448,31.4,1023
ESO575-053,32.46,2411
ESO576-050,31,1859
NGC4628,33.16,2709
ESO373-008,29.93,703
NGC1494,30.47,971
NGC4660,30.86,1046
PGC3116657,37.25,25977
PGC3116670,37.59,22950
UGC00866,31.86,1803
NGC0497,35.26,8193
NGC0701,31.52,1860
PGC1183727,37.57,28268
NGC2410,33.97,4649
PGC090789,35.45,8100
PGC090796,35.65,8528
PGC090801,33.97,3863
PGC090803,34.52,5284
PGC090806,35.15,6031
UGC04296,35.45,8870
PGC023374,34.89,4144
UGC04386,34.2,4550
IC2348,35.18,5889
UGC04482,33.13,1999
NGC2619,33.61,3417
PGC024286,35.52,8118
PGC025005,35.27,7484
UGC04753,32.28,1852
IC0530,34.56,4845
UGC04906,32.79,2318
UGC05107,32.71,1868
PGC028061,35.11,9904
NGC3020,31.68,1333
UGC05354,32.59,1196
IC0582,34.59,7541
NGC3131,34.4,5015
UGC05522,33.05,1095
PGC029953,35.33,7367
UGC05542,35.77,9255
UGC05707,31.36,2818
UGC05713,35.05,6252
PGC031552,35.15,6839
SDSSJ103928.53+051101.1,37.78,20203
NGC3327,35.03,6249
UGC06015,36.52,12460
PGC033043,35.19,6685
NGC3522,32.03,1142
UGC06309,32.76,2910
NGC3625,32.79,2020
NGC3629,32.75,1475
NGC3669,31.84,1831
PGC1676859,35.9,9369
NGC3683,32.54,1786
PGC035622,34.72,6070
UGC06603,31.99,1627
PGC036371,34.22,6274
NGC3891,35.66,6278
PGC036856,34.91,6771
UGC06791,32.5,1819
UGC06862,34.13,2658
NGC4172,35.67,9405
NGC4200,31.92,2280
NGC4224,33.81,2510
PGC039556,31.84,1924
PGC039813,31.68,2484
PGC039894,32.58,875
NGC4292,29.88,2177
PGC1875560,31.11,909
NGC4313,30.44,1375
IC3284,35.79,7785
IC3388,30.98,1656
NGC4493,34.95,6830
NGC4545,32.74,2778
NGC4668,30.96,1537
UGC07941,33.27,2421
PGC092948,36.41,13621
PGC043278,34.23,6902
UGC08017,35.45,7078
PGC044159,34.89,7309
PGC083669,33.35,7788
PGC083670,35.43,6132
PGC083671,34.36,6567
PGC083675,35.91,8352
PGC083681,35.17,7255
PGC083682,33.68,7157
PGC083684,33.05,7450
PGC083688,34.33,8182
PGC083695,32.92,6144
PGC083696,33.91,6425
PGC083703,35.02,7318
PGC083716,34.27,7194
PGC044440,35.04,5464
PGC044467,35.11,7160
PGC044469,35.69,6929
PGC083720,34.85,7033
PGC083727,34.98,7021
PGC044519,33.1,6952
PGC083729,35.04,6023
PGC044546,36.08,7046
PGC044547,35.19,6418
IC3955,34.96,7681
PGC044562,35.21,5751
IC3963,34.7,6840
PGC044573,35.1,9477
PGC044576,34.29,6073
2MASXJ12592407+2820498,37.74,20314
PGC044594,34.81,6683
IC3976,35.66,6802
PGC044629,34.98,7600
PGC083734,35.23,6268
PGC083733,34.86,6984
PGC044636,35.6,6831
NGC4875,35.18,8022
PGC044649,35.51,6914
PGC044652,33.99,6919
PGC044667,33.93,8403
PGC044679,35.24,7580
PGC044675,35.24,7721
PGC044699,34.61,6586
IC4012,34.91,7252
PGC044723,34.59,7520
IC4021,34.92,5748
PGC083746,34.45,5900
IC4026,34.57,8190
PGC083747,34.83,7792
NGC4896,34.67,5971
PGC083750,34.05,8210
PGC044784,33.88,5477
PGC044815,34.09,6613
PGC083752,35.24,8126
PGC083753,33.94,6915
PGC083754,33.53,7566
PGC083755,35.29,7619
NGC4923,35,5478
IC4088,35.43,7122
PGC083757,34.01,8244
PGC083759,34.99,7292
PGC083760,34.71,5752
PGC083762,34.85,8665
PGC083764,35.19,5983
PGC083766,34.52,7621
PGC045023,33.55,7430
NGC4929,35.43,6241
PGC045032,34.24,8224
PGC094012,35.16,8386
PGC045498,36.03,10126
IC0851,33.22,2619
IC4210,34.48,6384
UGC08317,34.4,6068
NGC5081,35.47,6660
PGC046640,35.89,10295
NGC5116,33.1,2910
IC0902,32.21,1714
UGC08662,32.75,2081
PGC048783,35.09,7180
UGC08742,32.25,2333
NGC5313,33.36,2617
NGC5337,33.51,2204
NGC5356,31.45,1346
PGC049732,32.43,2642
UGC09245,31.15,2018
NGC5630,32.42,2771
UGC09389,32.71,1858
NGC5698,34.02,3734
UGC09530,34.62,8596
UGC09556,33.71,2462
UGC09612,35.98,10963
UGC09638,32.63,2427
PGC214352,35.85,10112
PGC053805,34.72,14906
UGC09703,32.29,2636
UGC09845,33.19,1945
IC1125,32.34,2814
PGC2085703,38.27,28568
UGC10244,35.76,10011
NGC6195,35.81,9159
PGC2172338,35.3,8074
PGC1188501,36.54,14970
NGC7112,34.26,6036
PGC999654,36.19,15072
PGC037040,34.24,7642
UGC09394,32.26,1802
UGC09682,32.94,1823
UGC08282,33.45,2176
PGC1154577,36.43,18910
NGC5014,29.03,1180
PGC1130011,36.65,20081
PGC1808334,35,9761
SDSSJ224142.05-000812.9,36.88,17485
UGC09746,32.24,1751
UGC05798,32.59,1573
NGC4081,31.33,1605
PGC2078048,35.4,6161
UGC06363,35.03,6267
PGC1154145,35.67,13749
PGC1161680,36.6,19672
IC4567,34.01,5866
UGC05249,32.35,1734
UGC09056,32.05,2149
PGC039401,35.08,6861
NGC4993,33.19,2802
NGC4080,31.06,542
UGC04754,34.39,5459
IC3442,31.12,1198
IC3019,31.14,1615
UGC07854,30.98,914
UGC07399A,31.15,1371
